pl_name,hostname,pl_letter,disc_year,discoverymethod,disc_facility,disc_locale,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmasse,pl_bmassprov,pl_radj,pl_rade,pl_dens,pl_eqt,pl_insol,pl_trandep,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_vsin,st_spectype,sy_snum,sy_pnum,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,tran_flag,rv_flag,ttv_flag,ima_flag,pl_controv_flag
TIC 88785435 b,TIC 88785435,b,2025,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,224.2838576,-30.8800273,332.43708,24.69359,10.50884300000,0.0843200000,0.131000,88.97000,0.07010000,22.30000000,M-R relationship,0.44874732,5.03000000,0.963000,635.00,,,4.1000000,,3998.00,0.911000,0.724000,-0.0800,4.190000,-0.69596,0.0160,1.081544,10.0000,K7 V,1,1,122.38600000,13.2590000,9.5460000,12.6115000,1,0,0,0,0
Kepler-1229 b,Kepler-1229,b,2016,Transit,Kepler,Space,297.4868347,46.9966782,80.79418,10.38018,86.82898900000,0.3006000000,0.000000,89.99710,0.00800000,2.54000000,M-R relationship,0.12489963,1.40000000,5.090000,212.00,0.5240,0.08570000,6.0010000,,3784.00,0.510000,0.540000,-0.0600,4.750000,-1.53300,3.7200,4.351640,,,1,1,265.48200000,16.1240000,12.3740000,15.5104000,1,0,0,0,0
Kepler-1837 b,Kepler-1837,b,2021,Transit,Kepler,Space,288.2076012,45.6834463,76.70756,15.56310,5.90608978300,0.0650000000,0.000000,89.93000,0.01550000,4.92000000,M-R relationship,0.18438237,2.06673842,3.060000,1012.00,247.8300,0.02196000,2.3920000,,5966.00,0.961000,1.049000,-0.0200,4.493000,-0.06826,0.5000,3.746250,,,1,1,1229.18000000,15.4800000,13.8350000,15.4172000,1,0,0,0,0
Kepler-406 b,Kepler-406,b,2014,Transit,Kepler,Space,291.8481764,44.9682807,77.12390,12.93656,2.42629000000,0.0359900000,0.000000,82.34000,0.02000000,6.35000000,Mass,0.12760000,1.43000000,11.820000,1302.00,826.9330,0.01854000,2.6339000,2.89000,5538.00,1.070000,1.070000,0.1800,4.409000,0.04820,5.8400,1.120000,0.4000,,1,2,364.03000000,12.6030000,10.9700000,12.4897000,1,1,0,0,0
Kepler-1855 b,Kepler-1855,b,2021,Transit,Kepler,Space,283.4018628,41.5161554,71.31799,17.21343,0.72733098300,0.0115000000,0.000000,88.70000,0.00617000,1.96000000,M-R relationship,0.10850273,1.21620500,5.990000,849.00,86.9700,0.03976000,0.9332000,,3460.00,0.356000,0.385000,0.0700,4.920000,-1.29490,5.8500,10.955600,,,1,1,,16.5560000,12.0320000,15.7514000,1,0,0,0,0
Kepler-446 b,Kepler-446,b,2015,Transit,Kepler,Space,282.2501047,44.9210020,74.36798,19.18908,1.56540900000,0.0182000000,0.000000,87.42000,0.00899000,2.86000000,M-R relationship,0.13000000,1.50000000,4.660000,648.00,16.2130,0.27546000,0.6456000,7.00000,3359.00,0.240000,0.220000,-0.3000,5.032450,-2.24766,3.7200,25.357136,,M4,1,3,96.33900000,17.5041000,12.8270000,16.3101000,1,1,0,0,0
Kepler-231 b,Kepler-231,b,2014,Transit,Kepler,Space,293.9733913,50.5318460,82.91642,14.06137,10.06527500000,0.0740000000,0.000000,89.22000,0.11100000,35.40000000,Mass,0.15400000,1.73000000,13.800000,488.00,14.8790,0.10533000,1.4400000,,3767.00,0.490000,0.580000,-0.1000,4.779000,-1.03621,3.1500,7.162120,,M1 V,1,2,316.61800000,15.8130000,12.5890000,15.3896000,1,0,0,0,0
Kepler-1232 b,Kepler-1232,b,2016,Transit,Kepler,Space,296.5500966,49.1023070,82.37845,11.93253,26.78391830000,0.1654500000,0.000000,89.95000,0.01380000,4.38000000,M-R relationship,0.17218307,1.93000000,3.350000,523.00,14.6000,0.03653000,4.5170000,,5471.00,0.890000,0.920000,0.0600,4.510000,-0.35931,4.7900,1.770000,,,1,1,632.86500000,14.9700000,12.9650000,14.7619000,1,0,0,0,0
Kepler-1168 b,Kepler-1168,b,2016,Transit,Kepler,Space,287.2977834,47.4554880,78.16154,16.82074,55.82265390000,0.2663000000,0.000000,89.98000,0.02140000,6.80000000,M-R relationship,0.22303506,2.50000000,2.390000,379.00,4.1070,0.08796000,5.4930000,,5157.00,0.820000,0.870000,0.1300,4.560000,-0.53020,4.2700,2.970420,,,1,1,752.66600000,15.7550000,13.6860000,15.6088000,1,0,0,0,0
Kepler-1680 b,Kepler-1680,b,2020,Transit,Kepler,Space,297.0746571,39.9338893,74.41131,7.18752,8.77424000000,0.0764200000,0.000000,86.06000,0.00761000,2.42000000,M-R relationship,0.12129069,1.35954736,5.290000,771.00,49.0000,0.02619000,2.1326000,,5021.00,0.723259,0.834000,-0.0700,4.640650,-0.52356,13.8000,3.107779,,,1,1,310.31500000,13.8500000,11.6730000,13.6931000,1,0,0,0,0
Kepler-1831 b,Kepler-1831,b,2021,Transit,Kepler,Space,295.3024604,49.5890456,82.43762,12.87817,5.78387022000,0.0655000000,0.000000,89.59000,0.01430000,4.54000000,M-R relationship,0.17576961,1.97019818,3.260000,1051.00,288.6900,0.04133000,1.3966000,,6063.00,1.012000,1.117000,0.0700,4.476000,-0.04550,0.3000,17.547480,,,1,1,1053.49000000,15.1580000,13.5380000,15.0112000,1,0,0,0,0
Kepler-201 c,Kepler-201,c,2014,Transit,Kepler,Space,293.6260590,41.2728004,74.33875,10.12709,151.88405800000,0.5730000000,0.000000,89.27000,0.02670000,8.50000000,M-R relationship,0.25400000,2.85000000,2.020000,378.00,6.0330,0.03606000,12.9900000,,6065.00,1.229000,1.098000,-0.0442,4.294000,0.34816,4.0700,0.580000,,,1,2,636.44500000,12.9910000,11.7370000,12.9199000,1,0,1,0,0
HD 224018 d,HD 224018,d,2025,Transit,K2,Space,358.6390056,-4.7233362,89.24153,-63.80990,138.07310000000,0.5300000000,0.040000,89.90000,0.01321468,4.20000000,Mass,0.21411403,2.40000000,1.700000,411.00,,,,0.52000,5784.00,1.147000,1.013000,0.0500,4.320000,0.12385,7.0000,0.902289,2.1000,G V,1,3,105.48000000,9.7150000,8.1450010,9.5213700,1,1,0,0,0
Kepler-1785 b,Kepler-1785,b,2021,Transit,Kepler,Space,295.7921797,47.6000699,80.78081,11.67812,19.58550072000,0.1391700000,0.000000,88.19000,0.02450000,7.77000000,M-R relationship,0.24125516,2.70422447,2.160000,666.00,47.3000,0.05329000,1.9280000,,5618.00,0.996000,0.911000,0.0000,4.401000,0.00308,0.3000,1.397030,3.8000,,1,1,745.74000000,14.2450000,12.6600000,14.1632000,1,0,0,0,0
Kepler-1152 b,Kepler-1152,b,2016,Transit,Kepler,Space,290.4341483,44.1077802,75.88310,13.48156,1.64680190800,0.0223000000,0.000000,89.30000,0.00186000,0.59000000,M-R relationship,0.07761620,0.87000000,4.920000,806.00,139.6010,0.03054000,1.2561000,,3964.00,0.530000,0.550000,-0.2500,4.730000,-1.09668,3.4700,3.728088,,,1,1,215.23300000,15.3100000,11.6830000,14.5976000,1,0,0,0,0
Kepler-175 c,Kepler-175,c,2014,Transit,Kepler,Space,289.5532320,43.8761160,75.39446,13.96113,34.03525700000,0.2130000000,0.000000,89.23000,0.03080000,9.80000000,M-R relationship,0.27700000,3.10000000,1.810000,583.00,31.9500,0.07278000,7.0570000,,6064.00,1.010000,0.969000,0.0400,4.472000,0.19402,3.3900,0.620000,,,1,2,1312.34000000,15.2250000,13.4960000,14.9115000,1,0,0,0,0
Kepler-1296 b,Kepler-1296,b,2016,Transit,Kepler,Space,292.1251038,41.4077928,73.94248,11.19315,8.38398650000,0.0896000000,0.000000,81.36000,0.00218000,0.69300000,M-R relationship,0.08118476,0.91000000,5.050000,1285.00,399.0150,0.01085000,4.9920000,,5359.00,0.830000,0.870000,-0.0400,4.550000,0.48615,4.1700,0.585300,,,1,1,1551.54000000,14.9340000,12.8010000,14.6267000,1,0,0,0,0
Kepler-1345 b,Kepler-1345,b,2016,Transit,Kepler,Space,292.4779428,46.0228210,78.29545,12.99564,44.61695570000,0.2641200000,0.000000,88.99000,0.01940000,6.17000000,M-R relationship,0.21054510,2.36000000,2.580000,693.00,68.4690,0.02397000,7.6320000,,6449.00,1.550000,1.320000,0.0400,4.180000,0.69266,2.2400,0.230000,,,1,1,1355.02000000,13.7750000,12.5630000,13.7050000,1,0,0,0,0
Kepler-1798 b,Kepler-1798,b,2021,Transit,Kepler,Space,291.7262251,37.5289680,70.27663,9.72841,16.85589981000,0.1082000000,0.000000,89.96000,0.01870000,5.94000000,M-R relationship,0.20600557,2.30911251,2.650000,408.00,6.5200,0.08715000,2.3090000,,3967.00,0.587000,0.593000,0.0600,4.674000,-0.95681,4.3600,12.469410,,,1,1,395.19600000,16.3910000,12.7760000,15.6827000,1,0,0,0,0
Kepler-1187 b,Kepler-1187,b,2016,Transit,Kepler,Space,286.8919996,38.3185034,69.33061,13.51035,18.87064068000,0.1401000000,0.000000,87.72000,0.02300000,7.32000000,M-R relationship,0.23284860,2.61000000,2.260000,701.00,72.9570,0.05960000,3.2476000,,5975.00,1.090000,1.060000,-0.0100,4.390000,0.13585,3.3900,4.911330,,,1,1,1020.53000000,14.7300000,13.1510000,14.5664000,1,0,0,0,0
Kepler-430 b,Kepler-430,b,2015,Transit,Kepler,Space,292.8085984,49.5794242,81.69761,14.32619,35.96800000000,0.2244000000,0.000000,88.97000,0.03340000,10.60000000,M-R relationship,0.29000000,3.25000000,1.700000,667.00,40.8440,0.02697000,2.8390000,,5884.00,1.485000,1.166000,0.2000,4.150000,0.31207,4.6800,0.480000,,,1,2,917.47700000,13.9080000,12.3910000,13.8135000,1,0,0,0,0
Kepler-385 c,Kepler-385,c,2014,Transit,Kepler,Space,294.3385109,50.3365178,82.84035,13.76677,15.16316100000,0.1270000000,0.000000,80.54000,0.04200000,13.20000000,Mass,0.27100000,3.04000000,2.580000,829.00,83.1550,0.04798000,6.8040000,,6326.00,1.126000,0.992000,0.0100,4.412000,0.14374,3.3100,0.790000,,,1,3,1432.61000000,15.7600000,13.8190000,15.1920000,1,0,1,0,0
Kepler-1716 b,Kepler-1716,b,2021,Transit,Kepler,Space,297.2717207,43.3330644,77.47324,8.73059,35.58100128000,0.1883600000,0.000000,90.00000,0.02030000,6.46000000,M-R relationship,0.21632373,2.42476850,2.490000,408.00,6.3000,0.09881000,3.9885000,,4894.00,0.684000,0.753000,-0.2400,4.637000,-0.62363,7.9000,5.126310,,,1,1,195.43900000,13.1290000,10.8130000,12.9403000,1,0,1,0,0
Kepler-1113 b,Kepler-1113,b,2016,Transit,Kepler,Space,289.4066969,39.3388130,71.11967,12.15552,42.30049540000,0.2415000000,0.000000,89.79000,0.02610000,8.30000000,M-R relationship,0.25069141,2.81000000,2.060000,558.00,22.8490,0.05079000,4.3980000,,5931.00,1.170000,1.120000,0.1800,4.350000,0.07994,3.5500,4.296440,,,1,1,1073.88000000,14.9430000,13.1910000,14.7828000,1,0,0,0,0
Kepler-60 b,Kepler-60,b,2012,Transit,Kepler,Space,288.9612535,42.2650472,73.69945,13.68998,7.13340000000,0.0725500000,0.000000,86.52000,0.01318315,4.19000000,Mass,0.15255598,1.71000000,4.620000,1102.00,318.0000,0.01450000,4.3680000,,5905.00,1.257000,1.041000,-0.0900,4.260000,0.36906,8.9100,0.340000,,,1,3,1025.10000000,13.9500000,12.5160000,13.9132000,1,0,1,0,0
Kepler-104 d,Kepler-104,d,2014,Transit,Kepler,Space,287.6046621,42.1665104,73.18543,14.56786,51.75539400000,0.2570000000,0.000000,89.14000,0.01743092,5.54022107,Msini,0.31900000,3.58000000,1.668541,515.00,16.0120,0.06092000,7.4650000,1.08689,5711.00,1.349000,0.818000,-0.4200,4.105000,0.08926,13.1800,0.730000,,,2,3,400.78500000,12.6970000,11.2090000,12.5697000,1,0,0,0,0
Kepler-100 b,Kepler-100,b,2014,Transit,Kepler,Space,291.3861294,41.9901394,74.22764,11.94515,6.88734000000,0.0730900000,0.130000,85.37000,0.01261687,4.01000000,Mass,0.11954700,1.34000000,12.357908,1155.00,478.2140,0.00739000,4.4276000,1.25000,5837.00,1.510000,1.130000,0.1000,4.100000,0.39445,6.9200,0.440000,3.7000,,1,4,304.64500000,11.0550000,9.7680000,11.1293000,1,1,0,0,0
Kepler-1190 b,Kepler-1190,b,2016,Transit,Kepler,Space,284.9996582,49.4799506,79.57519,18.96771,10.45843441000,0.0845000000,0.000000,89.98000,0.00733000,2.33000000,M-R relationship,0.11865465,1.33000000,5.440000,609.00,24.2110,0.03320000,3.1020000,,4730.00,0.720000,0.760000,-0.0200,4.620000,-0.72720,3.9800,2.946040,,,1,1,342.50900000,14.6650000,12.2120000,14.4940000,1,0,0,0,0
Kepler-1823 b,Kepler-1823,b,2021,Transit,Kepler,Space,283.7547770,45.3351250,75.16183,18.33269,21.10339928000,0.1533200000,0.000000,89.91000,0.01570000,5.00000000,M-R relationship,0.18611209,2.08612680,3.030000,718.00,78.0000,0.01933000,2.0047000,,6000.00,1.126000,1.068000,0.0600,4.363000,0.28744,1.8800,20.698660,,,1,1,724.97100000,13.4770000,12.0790000,13.3209000,1,0,0,0,0
Kepler-1833 b,Kepler-1833,b,2021,Transit,Kepler,Space,290.8714239,45.4102813,77.23333,13.74766,6.89212989800,0.0754500000,0.000000,88.81000,0.00705000,2.24000000,M-R relationship,0.11600284,1.30027362,5.600000,1177.00,439.2000,0.00861000,1.7137000,,6164.00,1.446000,1.286000,0.3800,4.227000,0.43740,3.8900,6.983460,,,1,1,591.60200000,12.6450000,11.2900000,12.5657000,1,0,0,0,0
Kepler-1211 b,Kepler-1211,b,2016,Transit,Kepler,Space,285.7207618,40.8569116,71.36435,15.34854,11.01816836000,0.0976300000,0.000000,84.66000,0.02210000,7.04000000,M-R relationship,0.22749576,2.55000000,2.330000,840.00,130.9000,0.05457000,4.5310000,,5705.00,0.940000,0.960000,-0.0800,4.480000,0.13445,4.1700,0.800000,,,1,1,1826.53000000,16.0160000,14.3180000,15.8278000,1,0,0,0,0
Kepler-1685 b,Kepler-1685,b,2020,Transit,Kepler,Space,296.1882618,43.9368118,77.62455,9.70889,20.49050000000,0.1485000000,0.000000,89.98000,0.02250000,7.16000000,M-R relationship,0.22988133,2.57673985,2.300000,625.00,36.0100,0.06618000,4.9610000,,5484.00,0.835451,0.960000,0.2100,4.576500,-0.24507,,2.320997,,,1,1,1141.89000000,16.0960000,14.0590000,15.9060000,1,0,0,0,0
Kepler-182 b,Kepler-182,b,2014,Transit,Kepler,Space,289.8301128,50.5862025,81.84308,16.48159,9.82579200000,0.0960000000,0.000000,83.03000,0.02260000,7.18000000,M-R relationship,0.23000000,2.58000000,2.300000,935.00,239.7870,0.04333000,4.9610000,,6250.00,1.146000,1.114000,0.0720,4.401000,0.34366,5.2500,0.480000,,,1,2,1549.09000000,14.9420000,13.5180000,14.8737000,1,0,0,0,0
Kepler-514 b,Kepler-514,b,2016,Transit,Kepler,Space,286.2471739,50.2423694,80.62372,18.47594,5.65179605000,0.0655900000,0.000000,81.85000,0.01130000,3.61000000,M-R relationship,0.15344812,1.72000000,3.900000,1248.00,506.4120,0.01370000,2.9289000,,6106.00,1.440000,1.280000,0.3600,4.230000,0.35265,2.6900,0.500000,,,2,1,455.33600000,12.2730000,10.8750000,12.1325000,1,0,0,0,0
Kepler-515 b,Kepler-515,b,2016,Transit,Kepler,Space,290.4939130,52.0556110,83.42371,16.67180,19.96371318000,0.1333000000,0.000000,88.51000,0.00859000,2.73000000,M-R relationship,0.13025248,1.46000000,4.820000,564.00,47.9700,0.02709000,2.4825000,,5293.00,0.830000,0.900000,0.0800,4.550000,-0.31200,3.3900,1.649350,,,2,1,255.00000000,12.9130000,10.8850000,,1,0,0,0,0
Kepler-1143 b,Kepler-1143,b,2016,Transit,Kepler,Space,287.3027720,39.2896399,70.37703,13.61425,2.88890484900,0.0371000000,0.000000,85.23000,0.01080000,3.43000000,M-R relationship,0.14898742,1.67000000,4.050000,976.00,173.0560,0.04022000,1.5538000,,5053.00,0.770000,0.810000,-0.0600,4.580000,-0.62275,4.7900,1.620780,,,1,2,555.18900000,15.4930000,13.0750000,15.1938000,1,0,0,0,0
Kepler-110 c,Kepler-110,c,2014,Transit,Kepler,Space,292.9291693,48.6028303,80.82269,13.83649,31.71977500000,0.1980000000,0.000000,89.86000,0.01740000,5.52000000,M-R relationship,0.19700000,2.21000000,2.810000,743.00,45.3360,0.03634000,4.8230000,,5960.00,1.149000,0.989000,-0.1498,4.327000,0.27598,4.4700,0.530000,,,1,2,586.53100000,13.0030000,11.6230000,12.9020000,1,0,1,0,0
Kepler-1088 b,Kepler-1088,b,2016,Transit,Kepler,Space,281.5614578,42.4504087,71.73068,18.82283,23.12748644000,0.1616300000,0.000000,88.31000,0.00819000,2.60000000,M-R relationship,0.12668391,1.42000000,4.990000,667.00,44.8870,0.01623000,4.9230000,,5975.00,1.080000,1.080000,0.0500,4.400000,0.09007,3.0200,1.030000,,,1,1,280.62900000,11.4720000,10.4760000,11.7780000,1,0,0,0,0
Kepler-1859 b,Kepler-1859,b,2021,Transit,Kepler,Space,293.9886751,46.7179996,79.40642,12.36714,2.72959995300,0.0394000000,0.000000,85.66000,0.00985000,3.13000000,M-R relationship,0.14123815,1.58313575,4.330000,1455.00,1056.1500,0.01456000,2.7210000,,5887.00,1.235000,1.090000,0.1600,4.292000,0.15429,2.5000,0.774970,,,1,2,1331.25000000,15.1780000,13.7140000,15.1088000,1,0,0,0,0
Kepler-362 c,Kepler-362,c,2014,Transit,Kepler,Space,291.7716030,47.5299192,79.48280,14.07858,37.86628100000,0.2070000000,0.000000,89.83000,0.00849000,2.70000000,M-R relationship,0.12900000,1.45000000,4.870000,543.00,36.6670,0.04202000,4.7690000,,5788.00,0.722000,0.904000,-0.1200,4.639000,0.20872,12.8800,0.350000,,,1,2,1090.51000000,14.6080000,12.7840000,14.4863000,1,0,1,0,0
Kepler-1145 b,Kepler-1145,b,2016,Transit,Kepler,Space,295.3081524,43.0444026,76.52003,9.84769,3.97076766000,0.0443000000,0.000000,86.00000,0.00800000,2.54000000,M-R relationship,0.12489963,1.40000000,5.090000,958.00,198.4300,0.03492000,1.8140000,,5064.00,0.750000,0.790000,-0.1300,4.590000,-0.49839,4.7900,5.252010,,,1,1,691.96100000,15.4710000,13.3140000,15.4499000,1,0,0,0,0
Kepler-1242 b,Kepler-1242,b,2016,Transit,Kepler,Space,284.6062174,41.1963440,71.35665,16.25525,13.62798432000,0.1039000000,0.000000,86.08000,0.01800000,5.73000000,M-R relationship,0.20162370,2.26000000,2.730000,639.00,28.9980,0.09128000,3.0471000,,4895.00,0.740000,0.770000,-0.0500,4.600000,-0.51639,5.6200,4.072050,,,1,1,687.61500000,15.7140000,13.3430000,15.4984000,1,0,0,0,0
KOI-2513.01,KOI-2513,b,2023,Transit,Kepler,Space,293.6688776,46.3792321,78.99551,12.41248,19.00547000000,0.5000000000,0.360000,89.70000,23.00000000,7310.05336100,Mass,0.25000000,2.80224517,2000.000000,758.00,78.1900,0.05424000,1.8430000,2.00000,5900.00,1.200000,0.910000,-0.3700,4.300000,0.19700,8.0000,0.800000,,,1,1,1369.87000000,14.9130000,13.3670000,14.8090000,1,1,0,0,0
Kepler-1302 b,Kepler-1302,b,2016,Transit,Kepler,Space,290.9892462,50.3080640,81.88152,15.69368,8.83922659000,0.0795000000,0.000000,86.88000,0.00829000,2.63000000,M-R relationship,0.12757605,1.43000000,4.940000,778.00,58.3440,0.03162000,1.8030000,,5236.00,0.820000,0.860000,0.0400,4.550000,-0.46714,4.6800,13.161980,,,1,1,634.58000000,15.1720000,13.1510000,15.0387000,1,0,0,0,0
Kepler-401 b,Kepler-401,b,2014,Transit,Kepler,Space,290.0827494,50.8634361,82.17430,16.44236,14.38303500000,0.1220000000,0.000000,85.84000,0.01120000,3.57000000,M-R relationship,0.15300000,1.71000000,3.920000,889.00,254.2500,0.01785000,8.7290000,,6117.00,1.333000,1.173000,0.0000,4.254000,0.56611,3.5500,0.250000,,,1,3,965.56000000,13.3660000,11.9870000,13.2865000,1,0,0,0,0
Kepler-1876 b,Kepler-1876,b,2021,Transit,Kepler,Space,299.1604859,41.1437964,76.26675,6.42466,6.99205000000,0.0758000000,0.098000,89.13000,0.00755124,2.40000000,Mass,0.07609969,0.85300000,19.000000,1299.00,475.0000,0.00334000,4.8420000,0.71000,6104.00,1.477000,1.187000,0.0100,4.071360,0.42894,4.4000,0.360000,,,1,1,259.93500000,10.7930000,9.4720000,10.7582000,1,1,0,0,0
Kepler-1691 b,Kepler-1691,b,2020,Transit,Kepler,Space,286.2543962,41.0218373,71.68460,15.04164,3.84820000000,0.0495000000,0.000000,88.47000,0.01270000,4.02000000,M-R relationship,0.16368185,1.83470985,3.580000,1283.00,641.5300,0.02039000,2.0130000,,6000.00,1.131520,1.110000,0.1600,4.376070,0.17462,0.6100,1.080206,,,1,1,1267.67000000,14.8930000,13.4640000,14.8807000,1,0,0,0,0
Kepler-1193 b,Kepler-1193,b,2016,Transit,Kepler,Space,288.1447323,51.2756446,82.09102,17.72552,2.83265213400,0.0400400000,0.000000,87.57000,0.00724000,2.30000000,M-R relationship,0.11776251,1.32000000,5.500000,1453.00,1286.3860,0.01147000,2.3844000,,5908.00,1.210000,1.080000,0.1200,4.310000,0.35069,5.0100,0.410000,,,1,1,802.11600000,13.5770000,12.0650000,13.4208000,1,0,0,0,0
Kepler-144 c,Kepler-144,c,2014,Transit,Kepler,Space,281.9156128,42.7755535,72.14748,18.68909,10.10466500000,0.0940000000,0.000000,88.79000,0.00752000,2.39000000,M-R relationship,0.12000000,1.35000000,5.340000,1046.00,207.2470,0.01144000,2.2780000,,6075.00,1.235000,1.154000,-0.1848,4.289000,0.28203,0.9400,0.660000,,,1,2,384.91700000,12.1950000,10.7920000,11.9438000,1,0,0,0,0
Kepler-519 b,Kepler-519,b,2016,Transit,Kepler,Space,299.3196708,41.3847447,76.53669,6.44509,24.30789460000,0.1593200000,0.000000,89.63000,0.01590000,5.06000000,M-R relationship,0.18734945,2.10000000,3.000000,532.00,19.8700,0.06956000,2.5981000,,5260.00,0.800000,0.890000,0.0100,4.580000,-0.33467,1.9100,1.580000,,,2,1,246.61000000,12.7700000,10.7610000,12.6181000,1,0,0,0,0
Kepler-167 d,Kepler-167,d,2016,Transit,Kepler,Space,292.6585253,38.3455558,71.35329,9.44486,21.80379000000,0.1404000000,0.000000,89.26000,0.00649000,2.06000000,M-R relationship,0.11044715,1.23800000,5.970000,538.00,14.4890,0.02290000,3.5820000,,4884.00,0.749000,0.777000,0.0200,4.579000,-0.53910,7.1000,2.600000,2.0000,K4,2,4,341.90800000,14.2840000,11.8320000,14.0004000,1,0,0,0,0
Kepler-395 c,Kepler-395,c,2014,Transit,Kepler,Space,293.5111889,45.1366252,77.80798,11.95556,34.98926200000,0.1770000000,0.000000,89.96000,0.00724000,2.30000000,M-R relationship,0.11800000,1.32000000,5.500000,341.00,2.1100,0.05930000,4.4590000,,4262.00,0.556000,0.622827,-0.0200,4.729000,-1.19400,1.6000,3.283175,,,1,2,421.38200000,16.5919000,12.9480000,15.9585000,1,0,0,0,0
Kepler-206 b,Kepler-206,b,2014,Transit,Kepler,Space,291.6346564,41.8338415,74.16686,11.71043,7.78198700000,0.0780000000,0.000000,84.82000,0.00588000,1.87000000,M-R relationship,0.10700000,1.20000000,5.950000,983.00,192.2730,0.01069000,3.6440000,,5764.00,1.185000,0.957000,0.0213,4.311000,0.08357,8.3200,0.780000,,,1,3,594.44700000,13.5070000,12.0010000,13.4609000,1,0,0,0,0
Kepler-1091 b,Kepler-1091,b,2016,Transit,Kepler,Space,299.7854426,43.6707235,78.69106,7.32198,1.43474156400,0.0252000000,0.000000,88.96000,0.00859000,2.73000000,M-R relationship,0.13025248,1.46000000,4.820000,1664.00,1740.8580,0.02007000,1.8811000,,5851.00,1.030000,1.010000,0.0000,4.420000,0.07961,3.4700,1.943610,,,1,1,914.29900000,14.8740000,13.0590000,14.7151000,1,0,0,0,0
Kepler-380 b,Kepler-380,b,2014,Transit,Kepler,Space,282.3947017,48.7591334,78.25942,20.34266,3.93082100000,0.0500000000,0.000000,88.74000,0.00570000,1.81000000,M-R relationship,0.10600000,1.19000000,5.900000,1317.00,808.0930,0.01014000,2.9620000,,6045.00,1.224000,0.990000,-0.1600,4.293000,0.27760,4.4300,0.510000,,,1,2,813.71300000,13.7400000,12.2890000,13.6113000,1,0,0,0,0
Kepler-1267 b,Kepler-1267,b,2016,Transit,Kepler,Space,299.1695093,43.4410533,78.26219,7.58873,13.03139450000,0.1057000000,0.000000,86.61000,0.02930000,9.32000000,M-R relationship,0.26853421,3.01000000,1.880000,774.00,86.4690,0.05733000,4.2520000,,6096.00,1.200000,1.150000,0.0700,4.330000,0.00250,3.2400,1.529990,,,1,1,1379.43000000,15.8460000,13.9370000,15.8136000,1,0,0,0,0
Kepler-1282 b,Kepler-1282,b,2016,Transit,Kepler,Space,290.1761688,46.6983036,78.23617,14.72074,2.13194651300,0.0335000000,0.000000,88.66000,0.00951000,3.02000000,M-R relationship,0.13828174,1.55000000,4.460000,1418.00,672.5320,0.02694000,1.8179000,,5504.00,0.890000,0.920000,0.0100,4.510000,-0.18287,4.5700,3.010460,,,1,1,1103.29000000,15.7070000,13.8520000,15.4921000,1,0,0,0,0
Kepler-1353 b,Kepler-1353,b,2016,Transit,Kepler,Space,295.7353911,42.5762317,76.25245,9.34988,24.75439660000,0.1530000000,0.000000,89.01000,0.01230000,3.89000000,M-R relationship,0.16058524,1.80000000,3.670000,491.00,10.7670,0.06146000,3.5320000,,4776.00,0.720000,0.760000,-0.0600,4.610000,-0.61460,4.6800,3.042440,,,1,1,593.38400000,15.7340000,13.1410000,15.5059000,1,0,0,0,0
Kepler-116 c,Kepler-116,c,2014,Transit,Kepler,Space,294.7420605,43.5367842,76.76629,10.44221,13.07163000000,0.1160000000,0.000000,88.05000,0.01860000,5.90000000,M-R relationship,0.20500000,2.30000000,2.660000,964.00,208.9820,0.02446000,3.0240000,,6142.00,1.454000,1.198000,0.0700,4.196000,0.42073,3.1600,0.470000,,,1,2,955.16800000,13.7440000,12.3830000,13.6894000,1,0,0,0,0
Kepler-145 b,Kepler-145,b,2013,Transit,Kepler,Space,291.3877397,44.5290465,76.57260,13.04277,22.95100000000,0.1730800000,0.430000,88.39000,0.11700000,37.10000000,Mass,0.23600000,2.65000000,13.000000,873.00,154.7050,0.01298000,4.4814000,,6022.00,1.850000,1.320000,-0.0014,4.020000,0.69164,3.2400,0.200000,,,1,2,566.85000000,11.9770000,10.6280000,11.8746000,1,0,1,0,0
Kepler-619 d,Kepler-619,d,2023,Transit,Kepler,Space,290.8490899,48.4159782,80.05008,15.00864,11.67894236000,0.1021000000,0.000000,88.28000,0.05100000,16.20000000,M-R relationship,0.37202312,4.17000000,1.230000,830.00,112.0700,0.11851000,1.2641000,,6122.00,0.964000,1.041000,-0.1800,4.487000,-0.04002,0.7800,4.277280,,,1,3,900.67800000,14.8400000,13.2910000,14.6704000,1,0,0,0,0
Kepler-403 b,Kepler-403,b,2014,Transit,Kepler,Space,289.9214256,46.7445267,78.20628,14.89907,7.03146200000,0.0760000000,0.000000,89.91000,0.00660000,2.10000000,M-R relationship,0.11200000,1.25000000,5.910000,1194.00,689.4570,0.00854000,5.8480000,,6090.00,1.329000,1.299000,0.0790,4.266000,0.64405,3.0900,0.220000,,,1,3,840.26900000,12.8180000,11.5370000,12.7598000,1,0,0,0,0
